num-tests,invalid_format_count,syntax_err_count,uninitialised_vars_count,invalid_test_count
[119](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[18](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[268](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[3](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[21](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[326](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[3](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[215](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[21](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[210](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[5](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[67](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[266](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[27](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[145](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[21](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[184](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[86](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[136](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[44](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
[93](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-format-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/uninitialised-vars-tests.json),[275](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-4/dict-setdefault/invalid-tests.json)
