num-tests,invalid_format_count,syntax_err_count,uninitialised_vars_count,invalid_test_count
[342](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[54](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[186](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[10](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[41](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[266](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[13](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[160](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[230](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[25](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[177](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[119](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[256](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[12](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[117](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[104](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[71](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[88](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[119](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[0](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[39](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
[26](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/good-tests.json),[2](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-format-tests.json),[1](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/syntax-error-tests.json),[39](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/uninitialised-vars-tests.json),[102](https://github.com/PyCraftTool/PyCraft/blob/main/data/paper/RQ2/gpt-3.5-turbo/dict-setdefault/invalid-tests.json)
